Boost ID,Platform,Brand,Content,Episode,Start,End,Total Budget,Total Spent,Delivered Views,CPM,Proj Views,Proj CPM,Fanatics?,Segment?,Curation/Integration?,WHG?,Standard?,Month
84,TW,MLB The Show,Custom Social,X,4/8,4/10,$150,$68.49,"195,198",$0.35,"100,000",$1.50,,,Y,,,4
85,FB,MLB The Show,BT Segment 1,FBR,4/8,4/12,"$1,000",$996.50,"97,620",$10.21,"285,714",$3.50,,Y,,,,4
86,FB,MLB The Show,BT Segment 2,FBR,4/8,4/12,"$1,000",$998.50,"215,918",$4.62,"285,714",$3.50,,Y,,,,4
87,FB,MLB The Show,BT Segment 3,FBR,4/8,4/12,"$1,000",$997.41,"193,774",$5.15,"285,714",$3.50,,Y,,,,4
88,FB,Coors,Shea Segment #2,FB Link,4/14,4/18,$225,$148.03,"12,852",$11.52,"50,000",$4.50,,Y,,,,4
89,FB,Coors,Shea Segment #3,FB Link,4/14,4/18,$180,$179.84,"39,455",$4.56,"40,000",$4.50,,Y,,,,4
90,FB,Coors,Shea Segment #1,FB Link,4/14,4/19,$294,$355.57,"106,800",$3.33,"65,333",$4.50,,Y,,,,4
91,FB,WHG,WHG,CL BB 1,4/16,4/20,$600,$593.78,"107,700",$5.51,,,,,,Y,,4
92,FB,WHG,WHG,CL BB 2,4/16,4/20,$600,$594.40,"146,500",$4.06,,,,,,Y,,4
93,FB,WHG,WHG,CL BB 3,4/16,4/20,$600,$593.84,"136,400",$4.35,,,,,,Y,,4
94,FB,Sideline Swap,WHC Episode,FB Link,4/18,4/22,$160,$119.90,"34,351",$3.49,"35,556",$4.50,,,,,Y,4
95,FB,Amazon,Game Saving Plays (1),FBR,4/14,4/24,"$4,150","$3,742.77","1,061,054",$3.53,"922,222",$4.50,,,Y,,,4
96,TW,Baja Blast,Best Homers 1,X Link,4/22,4/24,$120,$112.61,"120,529",$0.93,"240,000",$0.50,,,Y,,,4
97,TW,Baja Blast,Best Homers 2,X Link,4/22,4/24,$141,$133.52,"141,781",$0.94,"282,000",$0.50,,,Y,,,4
98,FB,Apple TV,BT Segment,FBR Link,4/21,4/25,$630,$629.87,"148,300",$4.25,"140,000",$4.50,,Y,,,,4
99,FB,Amazon,BT Segment,FBR Link,4/22,4/26,$216,$215.99,"60,797",$3.55,"48,000",$4.50,,Y,,,,4
100,FB,WHG,WHG,CL BB 4,4/23,4/27,$500,$499.76,"122,700",$4.07,,,,,,Y,,4
101,FB,Amazon,BT Segment,FBR Link,4/22,4/27,$150,$149.52,"46,687",$3.20,"33,333",$4.50,,Y,,,,4
102,FB,Coors,Shea Segment #4,FB Link,4/22,4/27,$180,$180.00,"51,724",$3.48,"40,000",$4.50,,Y,,,,4
103,FB,Corona,CL BB Clip 1,FBR,4/24,4/28,$400,$389.71,"186,000",$2.10,"88,889",$4.50,,,,,Y,4
104,TW,Baja Blast,Best Homers 3,X Link,4/27,4/28,$260,$110.31,"138,017",$0.80,"260,000",$1.00,,,Y,,,4
105,FB,WHG,WHG,CL BB 5,4/27,5/1,$500,$500.00,"113,100",$4.42,,,,,,Y,,4
106,FB,WHG,WHG,CL BB 6,4/27,5/1,$500,$500.00,"120,800",$4.14,,,,,,Y,,4
107,FB,WHG,WHG,CL BB 7,4/27,5/1,$500,$500.00,"117,500",$4.26,,,,,,Y,,4
108,FB,Coors,Shea Segment #4,FB Link,4/28,5/3,$200,$112.59,"33,867",$3.32,"50,000",$4.00,,Y,,,,4
109,TT,Amazon,Game Saving Plays (2),TT,4/29,5/3,$500,$498.21,"135,050",$3.69,"100,000",$5.00,,,Y,,,4
110,FB,Corona,Sunday Night Baseball Preview 1,FB Link,4/28,5/4,"$2,400",$728.69,"69,085",$10.55,"600,000",$4.00,,,Y,,,4
111,TT,Amazon,Game Saving Plays (3),TT,4/30,5/6,$701,$717.59,"208,300",$3.44,"140,200",$5.00,,,Y,,,4
112,TT,Amazon,TB Segment Clip,TT Link,5/8,5/8,$74,$74.00,"21,950",$3.37,"14,800",$5.00,,Y,,,,5
113,TT,Amazon,TB Segment Clip,TT Link,5/5,5/9,$318,$224.36,"81,807",$2.74,"63,642",$5.00,,Y,,,,5
114,FB,Apple TV,BT Segment Clip,FBR Link,5/5,5/9,"$1,200","$1,198.78","115,300",$10.40,"300,000",$4.00,,Y,,,,5
115,FB,Coors,Shea Segment #5,FBR,5/5,5/10,$115,$64.67,"18,292",$3.54,"28,750",$4.00,,Y,,,,5
116,TT,Apple TV,FNB Deep Dive,TT,5/7,5/10,$832,$828.42,"214,430",$3.86,"166,400",$5.00,,,Y,,,5
117,TW,Baja Blast,Best Homers 4,X Link,5/8,5/10,$261,$253.23,"175,028",$1.45,"261,000",$1.00,,,Y,,,5
118,FB,Amazon,Game Saving Plays (2),FBR,5/1,5/11,"$3,000","$2,981.00","846,200",$3.52,"750,000",$4.00,,,Y,,,5
119,TT,Apple TV,FNB Deep Dive,TT,5/11,5/11,$250,$250.00,77510,$3.23,"62,500",$4.00,,,Y,,,5
120,FB,Fanatics,Shea HR Draft,FB Link,5/6,5/11,"$1,400","$1,399.03","101,100",$13.84,"350,000",$4.00,Y,,Y,,,5
121,TT,Apple TV,FNB Deep Dive,TT,5/11,5/11,$250,$250.00,"77,510",$3.23,"62,500",$4.00,,,Y,,,5
122,FB,Amazon,Game Saving Plays (3),FBR,5/5,5/12,"$2,800","$2,622.05","700,900",$3.74,"700,000",$4.00,,,Y,,,5
123,FB,Apple TV,FNB Deep Dive,FBR Link,5/6,5/13,"$4,000","$2,688.95","407,700",$6.60,"1,000,000",$4.00,,,Y,,,5
124,TT,Fanatics,Chasing Awards 1,TT,5/9,5/13,"$1,400","$1,390.00","289,100",$4.81,"400,000",$3.50,Y,,Y,,,5
125,FB,Apple TV,BT Segment Clip,FBR Link,5/11,5/14,$300,$105.31,"13,383",$7.87,"75,000",$4.00,,Y,,,,5
126,TW,Amazon,TB Segment Clip,X Link,5/14,5/14,$150,$139.27,"80,293",$1.73,"150,000",$1.00,,Y,,,,5
127,TW,Amazon,TB Segment Clip,,5/14,5/14,$150,$90.71,"51,595",$1.76,"150,000",$1.00,,Y,,,,5
128,FB,Fanatics,SNB Preview Graphic,,5/11,5/15,"$1,000",$999.17,"178,100",$5.61,"250,000",$4.00,Y,,Y,,,5
129,FB,Fanatics,Swilly's Shockers 1,FB Link,5/9,5/16,"$1,400","$1,398.79","332,900",$4.20,"350,000",$4.00,Y,,Y,,,5
130,TT,Amazon,Game Saving Plays (4),TT,5/12,5/16,"$1,000",$996.43,"249,780",$3.99,"250,000",$4.00,,,Y,,,5
131,FB,Apple TV,FNB Deep Dive,FBR Link ,5/16,5/18,"$1,000","$1,000.00","269,500",$3.71,"250,000",$4,,,Y,,,5
132,FB,Amazon,BT Segment,FBR Link,5/18,5/18,$145,$144.94,"35,211",$4.12,"36,250",$4.00,,Y,,,,5
133,FB,Amazon,BT Segment,FBR Link,5/18,5/18,$145,$144.88,"30,823",$4.70,"36,250",$4.00,,Y,,,,5
134,FB,Corona,Sunday Night Baseball Preview 1,FB Link,5/14,5/19,$800,$25.93,"2,644",$9.81,"200,000",$4.00,,,Y,,,5
135,FB,National,Swilly LAX 1,FBR Link,5/14,5/19,$700,$556.82,"30,061",$18.52,"175,000",$4.00,,,Y,,,5
136,FB,National,Swilly LAX 1,FBR Link,5/18,5/19,"$1,000",$469.01,"29,433",$15.93,"250,000",$4.00,,,Y,,,5
137,TW,Amazon,TB Segment Clip,X Link,5/19,5/19,$45,$45.16,"19,849",$2.28,"45,000",$1.00,,Y,,,,5
138,TW,Corona,Sunday Night Baseball Preview 4,TW Link ,5/18,5/21,$916.61,$916.61,"272,604",$3.36,"916,610",$1.00,,,Y,,,5
139,FB,Apple TV,BT Segment,FBR Link,5/20,5/22,$920,$915.42,"233,800",$3.92,"230,000",$4.00,,Y,,,,5
140,FB,National,Swilly LAX 1,FBR Link,5/20,5/22,"$1,500",$87.65,"6,035",$14.52,"375,000",$4.00,,,Y,,,5
141,TW,T-Mobile,Boone Segment 2,X Link,5/21,5/22,$100,$25.32,"196,509",$0.13,"40,000",$2.50,,Y,,,,5
142,FB,National,Swilly LAX 2,FBR Link,5/19,5/24,"$2,400","$2,387.73","643,700",$3.71,"600,000",$4.00,,,Y,,,5
143,TW,T-Mobile,Boone Segment 1,X Link,5/21,5/24,$750,$126.34,"579,373",$0.22,"300,000",$2.50,,Y,,,,5
144,FB,Amazon,Game Saving Plays (4),FBR,5/18,5/25,"$2,198","$2,197.20","564,200",$3.89,"549,500",$4.00,,,Y,,,5
145,FB,Corona,Sunday Night Baseball Preview 1,FB Link,5/20,5/25,"$2,500",$148.36,"18,791",$7.90,"625,000",$4.00,,,Y,,,5
146,IG,Corona,Sunday Night Baseball Preview 1,,5/20,5/25,"$2,300","$2,733.77","678,400",$4.03,"575,000",$4.00,,,Y,,,5
147,FB,Fanatics,Swilly's Shockers 2,FB Link,5/21,5/26,"$1,200","$1,195.46","262,400",$4.56,"300,000",$4.00,Y,,Y,,,5
148,FB,Fanatics,TY K Race 1,FB Link,5/21,5/26,"$1,500","$1,497.09","408,300",$3.67,"375,000",$4.00,Y,,Y,,,5
149,FB,Fanatics,TY HR Draft 1,FB Link,5/21,5/26,"$1,700","$1,696.57","350,000",$4.85,"425,000",$4.00,Y,,Y,,,5
150,TT,Fanatics,Chasing Awards 2,TT Link ,5/21,5/27,"$1,750","$1,750.00","347,600",$5.03,"437,500",$4.00,Y,,Y,,,5
151,FB,Corona,Sunday Night Baseball Preview 2,FB Link,5/22,5/29,"$2,800","$2,791.31","332,500",$8.39,"700,000",$4.00,,,Y,,,5
152,FB,National,Swilly LAX 3,FBR Link,5/22,5/30,"$4,000","$3,996.82","802,800",$4.98,"1,000,000",$4.00,,,Y,,,5
153,TW,Baja Blast,Best Homers 5,X Link,5/22,5/23,$275,$269.97,"290,598",$0.93,"275,000",$1,,,Y,,,5
154,TW,Corona,Sunday Night Baseball Preview 4,TW Link ,5/22,5/24,"$1,000","$1,000.00","254,837",$3.92,"400,000",$2.50,,,Y,,,5
155,FB,Amazon,Game Saving Plays (5),FBR,5/22,5/26,"$2,250","$2,245.24","547,100",$4.10,"562,500",$4.00,,,Y,,,5
156,TT,Amazon,Game Saving Plays (5),TT,5/22,5/25,"$1,000","$1,000.00","257,430",$3.88,"250,000",$4.00,,,Y,,,5
157,FB,Amazon,Game Saving Plays (6),FBR,5/22,5/26,"$2,250","$2,247.98","506,000",$4.44,"562,500",$4.00,,,Y,,,5
158,TT,Amazon,Game Saving Plays (6),TT,5/22,5/25,"$1,000",$996.37,"199,590",$4.99,"250,000",$4.00,,,Y,,,5
159,FB,Coors,Shea Segment #6,FB Link,5/26,5/30,$300,$299.64,"65,755",$4.56,"75,000",$4.00,,Y,,,,5
160,FB,Coors,Shea Segment #7,FB Link,5/26,5/30,$250,$110.35,"25,124",$4.39,"62,500",$4.00,,Y,,,,5
161,TW,Amazon,TB Segment Clip,X Link,5/26,5/26,$145.00,$144.31,"87,257",$1.65,"72,500",$2.00,,Y,,,,5
162,FB,National,Swilly LAX 2,FBR Link,5/27,5/29,"$1,000.00","$1,000.00","260,800",$3.83,"250,000",$4.00,,,Y,,,5
163,TW,Corona,Sunday Night Baseball Preview 4,TW Link ,5/27,5/30,"$1,000","$1,000.07","371,442",$2.69,"400,000",$2.50,,,Y,,,5
164,FB,Amazon,Game Saving Plays (7),FBR,5/27,5/30,"$2,000","$1,994.54","470,900",$4.24,"494,173",$4.05,,,Y,,,5
165,TT,Amazon,Game Saving Plays (7),TT,5/27,5/30,"$1,200","$1,200.00","278,390",$4.31,"347,726",$3.45,,,Y,,,5
166,FB,Amazon,Game Saving Plays (8),FBR,5/28,5/31,"$2,000","$1,897.31","511,900",$3.71,"485,767",$4.12,,,Y,,,5
167,TT,Amazon,Game Saving Plays (8),TT,5/28,5/31,"$1,200","$1,058.04","314,701",$3.36,"300,000",$4.00,,,Y,,,5
168,FB,Amazon,Game Saving Plays (5),FBR,5/28,5/31,"$2,000","$1,895.08","$441,400.00",$4.29,"436,063",$4.59,,,Y,,,5
169,FB,WHG,WHG,CL BIP 1,5/29,6/3,$500,$499.73,"125,700",$3.98,,,,,,Y,,5
170,FB,WHG,WHG,CL BIP 2,6/4,6/9,$500,$498.88,"111,300",$4.48,,,,,,Y,,6
171,FB,WHG,WHG,CL BIP 3,6/4,6/9,$500,$497.97,"100,900",$4.94,,,,,,Y,,6
172,FB,WHG,WHG,CL BIP 4,6/4,6/9,$500,$496.39,"94,369",$5.26,,,,,,Y,,6
173,TW,National,Joez Reel 1,X Link,5/29,5/30,$300,$287.11,"174,988",$1.64,"200,000",$1.50,,,Y,,,5
174,TW,Apple TV,FNB Deep Dive,,5/29,5/30,$300,$284.53,"148,077",$1.92,"200,000",$1.50,,,Y,,,5
175,TW,Apple TV,FNB Deep Dive,,5/31,6/1,$300,$292.80,"149,404",$1.96,"200,000",$1.50,,,Y,,,5
176,FB,Apple TV,FNB Deep Dive,,5/31,6/4,"$2,000","$1,462.42","304,900",$4.80,"500,000",$4.00,,,Y,,,5
177,FB,Corona,Sunday Night Baseball Preview 3,,6/2,6/6,"$2,000","$1,998.98","203,500",$9.82,"500,000",$4.00,,,Y,,,6
178,TW,Apple TV,FNB Deep Dive,,6/2,6/3,$300,$300.00,"127,760",$2.35,"200,000",$1.50,,,Y,,,6
179,TW,National,Joez Reel 2,X Link,6/2,6/3,$400,$400.22,"199,182",$2.01,"266,667",$1.50,,,Y,,,6
180,TW,National,TB Segment 1,X Link,6/5,6/6,$400,$385.84,"120,379",$3.21,"228,571",$1.75,,Y,,,,6
181,TW,National,Joez Reel 3,X Link,6/5,6/6,$400,$186.56,"109,527",$1.70,"228,571",$1.75,,,Y,,,6
182,TW,National,Joez Reel 4,X Link,6/9,6/10,$300.00,$297.69,"109,515",$2.72,"171,429",$1.75,,,Y,,,6
183,TW,National,TB Segment 1 Pt 2,X Link,6/9,6/10,$300.00,$297.33,"96,640",$3.08,"171,429",$1.75,,Y,,,,6
184,FB,Corona,Sunday Night Baseball Preview 3,,6/9,6/9,$500,$98.00,"7,500",$13.07,"125,000",$4.00,,,Y,,,6
185,TW,National,TB Segment 2 Pt 1,X Link,6/10,6/11,$300.00,$295.39,"71,316",$4.14,"171,429",$1.75,,Y,,,,6
186,FB,Apple TV,BT Segment,FBR Link,6/10,6/14,"$1,000.00",$997.51,"110,900",$8.99,"250,000",$4.00,,Y,,,,6
187,FB,WHG,WHG,CL BIP 5,6/12,6/17,$500,$498.58,"71,412",,,,,,,Y,,6
188,FB,WHG,WHG,CL BIP 6,6/12,6/17,$500,$499.37,"111,800",,,,,,,Y,,6
189,FB,WHG,WHG,CL BIP 8,6/12,6/17,$500,$498.98,"110,200",,,,,,,Y,,6
190,FB,Apple TV,FNB Deep Dive,,6/12,6/19,"$3,500","$1,384.00","139,600",$9.91,"875,000",$4.00,,,Y,,,6
191,FB,Fanatics,Swilly's Shockers 3,FB Link,6/13,6/20,"$1,200","$1,335.00","270,400",$4.94,"300,000",$4.00,Y,,Y,,,6
192,FB,Fanatics,Swilly's Shockers 4,FB Link,6/13,6/20,"$1,200","$1,340.00","273,500",$4.90,"300,000",$4.00,Y,,Y,,,6
193,FB,Fanatics,TY HR Draft 2,,6/13,6/20,"$1,700.00","$1,696.35","154,400",$10.99,"425,000",$4.00,Y,,Y,,,6
194,TT,Apple TV,FNB Deep Dive,TT Link,6/15,6/19,"$1,200.00","$1,160.00","230,730",$5.03,"300,000",$4.00,,,Y,,,6
195,TW,National,Joez Reel 5,X Link,6/15,6/16,$300.00,$300,"96,562",$3.11,"171,429",$1.75,,,Y,,,6
196,TW,National,TB Segment 2 Pt 2,X Link,6/17,6/18,$300.00,$175.00,"38,297",$4.57,"171,429",$1.75,,Y,,,,6
197,TW,National,TB Segment 1 Pt 3,X Link,6/15,6/16,$300.00,$150,"32,290",$4.65,"171,429",$1.75,,Y,,,,6
198,TW,Fanatics,Chasing Awards 3,,6/15,6/16,$300.00,$300.00,"87,129",$3.44,"171,429",$1.75,Y,,Y,,,6
199,TW,National,TB Segment 1 Pt 4,X Link,6/17,6/18,$300.00,$300,"92,362",$3.25,"171,429",$1.75,,Y,,,,6
200,TW,National,TB Segment 2 Pt 3,X Link,6/17,6/18,$350.00,$350.00,"94,329",$3.71,"200,000",$1.75,,Y,,,,6
201,FB,Coors,Shea Clip,,6/19,6/23,$280.00,$278.26,"66,845",$4.16,"70,000",$4.00,,Y,,,,6
202,FB,Coors,Shea Clip,,6/19,6/23,$280.00,$278.46,"59,472",$4.68,"70,000",$4.00,,Y,,,,6
203,FB,Coors,Shea Clip,,6/19,6/23,$280.00,$277.78,"63,652",$4.36,"70,000",$4.00,,Y,,,,6
204,TW,National,TB Segment 1 Pt 5,,6/19,6/20,$300.00,$300.00,"99,389",$3.02,"171,429",$1.75,,Y,,,,6
205,TW,National,TB Segment 2 Pt 4,,6/19,6/20,$300.00,$300.00,"102,531",$2.93,"171,429",$1.75,,Y,,,,6
206,FB,Apple TV,BT Segment,FBR Link,6/19,6/24,$750.00,$748.60,"162,100",$4.62,"187,500",$4.00,,Y,,,,6
207,TT,Apple TV,FNB Deep Dive,TT Link,6/20,6/23,"$1,200.00","$1,200.00","229,700",$5.22,"300,000",$4.00,,,Y,,,6
208,TW,National,TB Segment 1 Pt 6,,6/24,6/27,"$1,800.00","$1,800.07","442,917",$4.06,"666,667",$2.70,,Y,,,,6
209,TW,National,TB Segment 2 Pt 5,,6/24,6/27,"$1,800.00","$1,799.84","389,951",$4.62,"666,667",$2.70,,Y,,,,6
210,FB,Fanatics,TY K Race,FB Link,6/21,6/28,"$1,701.00","$1,700.27","483,300",$3.52,"425,250",$4.00,Y,,Y,,,6
211,FB,Fanatics,Homer Race,,6/21,6/28,"$1,701.00","$1,699.56","164,600",$10.33,"425,250",$4.00,Y,,Y,,,6
212,TT,Apple TV,FNB Deep Dive,TT Link,6/25,6/26,$770.00,$770.00,"145,330",$5.30,"192,500",$4.00,,,Y,,,6
213,FB,Fanatics,TY K Race,FB Link,6/26,7/3,"$1,701.00","$1,700.99","429,400",$3.96,"425,250",$4.00,Y,,Y,,,6
214,FB,Corona,Sunday Night Baseball Preview ,,6/26,7/3,"$3,500.00","$1,861.65","117,600",$15.83,"875,000",$4.00,,,Y,,,6
215,FB,Apple TV,BT Segment,FBR Link,6/26,7/1,$550.00,$548.77,"113,800",$4.82,"137,500",$4.00,,Y,,,,6
216,TW,National,JMB Clip 1,X Link,7/1,7/2,$300.00,$299.86,"187,712",$1.60,"111,111",$2.70,,Y,,,,7
217,TW,National,JMB Clip 2,X Link,7/1,7/2,$300.00,$299.50,"167,762",$1.79,"111,111",$2.70,,Y,,,,7
218,TW,National,JMB Clip 3,X Link,7/1,7/2,$300.00,$299.98,"189,123",$1.59,"111,111",$2.70,,Y,,,,7
219,TW,National,JMB Clip 4,X Link,7/1,7/2,$300.00,$299.99,"172,669",$1.74,"111,111",$2.70,,Y,,,,7
220,TT,Apple TV,FNB Deep Dive,TT Link ,7/1,7/4,"$1,000.00","$1,000.00","435,019",$2.30,"250,000",$4.00,,,Y,,,7
221,TT,Apple TV,FNB Deep Dive,TT Link,7/2,7/3,$450.00,$450.00,"199,490",$2.26,"112,500",$4.00,,,Y,,,7
222,TW,Baja Blast,Best Homers 6,X Link,7/2,7/2,$150.00,$150.02,"115,536",$1.30,"55,556",$2.70,,,Y,,,7
223,TT,Fanatics,Chasing Awards 4,TT Link ,7/2,7/5,,,,,0,$4.00,Y,,Y,,,7
224,TW,National,JMB Clip 1,X Link,7/6,7/7,$300.00,$300.01,"165,469",$1.81,"111,111",$2.70,,Y,,,,7
225,TW,National,JMB Clip 2,X Link,7/6,7/7,$300.00,$300.00,"159,596",$1.88,"111,111",$2.70,,Y,,,,7
226,TW,National,JMB Clip 3,X Link,7/6,7/7,$300.00,$300.01,"169,041",$1.77,"111,111",$2.70,,Y,,,,7
227,TW,National,JMB Clip 4,X Link,7/6,7/7,$300.00,$300.01,"144,544",$2.08,"111,111",$2.70,,Y,,,,7
228,TT,Apple TV,FNB Deep Dive,TT Link ,7/7,7/10,"$1,000.00","$1,000.00","423,340",$2.36,"400,000",$2.50,Y,,Y,,,7
229,FB,Fanatics,Chasin' Trophies,,7/8,7/11,"$1,500.00","$1,496.44","211,800",$7.07,"375,000",$4.00,Y,,Y,,,7
230,FB,Fanatics,Swilly's Shockers,,7/8,7/11,"$1,200.00","$1,195.64","268,700",$4.45,"300,000",$4.00,Y,,Y,,,7
231,TW,National,TB Segment 3 Pt. 1,X Link,7/9,7/10,$300.00,$300.06,"130,582",$2.30,"120,000",$2.50,,Y,,,,7
232,TW,Baja Blast,Best Homers 7,X Link,7/9,7/10,$300.00,$300.05,"142,060",$2.11,"120,000",$2.50,,,Y,,,7
233,TW,Xfinity,Phily Reel 1,X Link,7/9,7/10,$300.00,$300.11,"124,339",$2.41,"120,000",$2.50,,,Y,,,7
234,TW,Xfinity,Phily Reel 2,X Link,7/9,7/10,$300.00,$300.31,"130,630",$2.30,"120,000",$2.50,,,Y,,,7
235,TW,Xfinity,Phily Reel 3,X Link,7/10,7/11,$300.00,$300.38,"106,816",$2.81,"120,000",$2.50,,,Y,,,7
236,TW,Xfinity,Phily Reel 4,X Link,7/10,7/11,$300.00,$300.36,"123,212",$2.44,"120,000",$2.50,,,Y,,,7
237,TW,T-Mobile,TMO Bests of the Month,X Link,7/10,7/11,$300.00,$300.00,"161,465",$1.86,"120,000",$2.50,,,Y,,,7
238,TW,National,TB Segment 3 Pt. 2,X Link,7/11,7/12,$300.00,$300.03,"162,009",$1.85,"120,000",$2.50,,Y,,,,7
239,TW,Xfinity,Phily Reel 1 Pt. 2,X Link,7/11,7/12,$300.00,$258.92,"109,205",$2.37,"120,000",$2.50,,,Y,,,7
240,TW,Xfinity,Phily Reel 2 Pt. 2,X Link,7/11,7/12,$300.00,$259.58,"124,236",$2.09,"120,000",$2.50,,,Y,,,7
